"","id","name","gender","birthdate","birthplace","deathdate","deathplace","category","year","share","overallmotivation","motivation","affiliations","adjustedBirthdate","decadeFloor","decadeCeiling"
"528",757,"Koichi Tanaka","male","1959-08-03","Toyama City Japan","","","Chemistry",2002,"1/4","for the development of methods for identification and structure analyses of biological macromolecules","for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules","Shimadzu Corp.; Kyoto Japan",1959-08-03,2000,2009
"529",378,"Konrad Bloch","male","1912-01-21","Neisse Germany (now Nysa Poland)","2000-10-15","Burlington MA USA","Physiology or Medicine",1964,"1/2","","for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism","Harvard University; Cambridge MA USA",1912-01-21,1960,1969
"530",401,"Konrad Lorenz","male","1903-11-07","Vienna Austria","1989-02-27","Vienna Austria","Physiology or Medicine",1973,"1/3","","for their discoveries concerning organization and elicitation of individual and social behaviour patterns","Konrad-Lorenz-Institut der Österreichischen Akademie der Wissen­schaften Forschungsstelle für Ethologie; Altenberg; Grünau im Almtal Austria",1903-11-07,1970,1979
"531",850,"Konstantin Novoselov","male","1974-08-23","Nizhny Tagil Russia","","","Physics",2010,"1/2","","for groundbreaking experiments regarding the two-dimensional material graphene","University of Manchester; Manchester United Kingdom",1974-08-23,2010,2019
"532",211,"Kurt Alder","male","1902-07-10","Königshütte Prussia (now Chorzów Poland)","1958-06-20","Cologne West Germany (now Germany)","Chemistry",1950,"1/2","","for their discovery and development of the diene synthesis","Cologne University; Cologne Germany",1902-07-10,1950,1959
"533",758,"Kurt Wüthrich","male","1938-10-04","Aarberg Switzerland","","","Chemistry",2002,"1/2","for the development of methods for identification and structure analyses of biological macromolecules","for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution","Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology); Zurich Switzerland; The Scripps Research Institute; La Jolla CA USA",1938-10-04,2000,2009
"534",236,"Lars Onsager","male","1903-11-27","Kristiania (now Oslo) Norway","1976-10-05","Coral Gables FL USA","Chemistry",1968,"1","","for the discovery of the reciprocal relations bearing his name which are fundamental for the thermodynamics of irreversible processes","Yale University; New Haven CT USA",1903-11-27,1960,1969
"535",895,"Lars Peter Hansen","male","1952-10-26","Urbana IL USA","","","Economic Sciences",2013,"1/3","","for their empirical analysis of asset prices","University of Chicago; Chicago IL USA",1952-10-26,2010,2019
"536",21,"Lawrence Bragg","male","1890-03-31","Adelaide Australia","1971-07-01","Ipswich United Kingdom","Physics",1915,"1/2","","for their services in the analysis of crystal structure by means of X-rays","Victoria University; Manchester United Kingdom",1890-03-31,1910,1919
"537",694,"Lawrence R. Klein","male","1920-09-14","Omaha NE USA","2013-10-20","Gladwyne PA USA","Economic Sciences",1980,"1","","for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies","University of Pennsylvania; Philadelphia PA USA",1920-09-14,1980,1989
"538",531,"Le Duc Tho","male","1911-10-14","Nam Ha province Vietnam","1990-10-13","Hanoi Vietnam","Peace",1973,"1/2","","for jointly having negotiated a cease fire in Vietnam in 1973","",1911-10-14,1970,1979
"539",523,"League of Red Cross Societies","org","1919-00-00","Paris France","","","Peace",1963,"1/2","","for promoting the principles of the Geneva Convention and cooperation with the UN","",1919-01-01,1960,1969
"540",545,"Lech Walesa","male","1943-09-29","Popowo Poland","","","Peace",1983,"1","","for non-violent struggle for free trade unions and human rights in Poland","",1943-09-29,1980,1989
"541",735,"Leland Hartwell","male","1939-10-30","Los Angeles CA USA","","","Physiology or Medicine",2001,"1/3","","for their discoveries of key regulators of the cell cycle","Fred Hutchinson Cancer Research Center; Seattle WA USA",1939-10-30,2000,2009
"542",97,"Leo Esaki","male","1925-03-12","Osaka Japan","","","Physics",1973,"1/4","","for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors respectively","IBM Thomas J. Watson Research Center; Yorktown Heights NY USA",1925-03-12,1970,1979
"543",484,"Léon Bourgeois","male","1851-05-21","Paris France","1925-09-29","Épernay France","Peace",1920,"1","","for his longstanding contribution to the cause of peace and justice and his prominent role in the establishment of the League of Nations","",1851-05-21,1920,1929
"544",512,"Léon Jouhaux","male","1879-07-01","Paris France","1954-04-28","Paris France","Peace",1951,"1","","for having devoted his life to the fight against war through the promotion of social justice and brotherhood among men and nations","",1879-07-01,1950,1959
"545",132,"Leon M. Lederman","male","1922-07-15","New York NY USA","2018-10-03","Rexburg ID USA","Physics",1988,"1/3","","for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino","Fermi National Accelerator Laboratory; Batavia IL USA",1922-07-15,1980,1989
"546",95,"Leon N. Cooper","male","1930-02-28","New York NY USA","","","Physics",1972,"1/3","","for their jointly developed theory of superconductivity usually called the BCS-theory","Brown University; Providence RI USA",1930-02-28,1970,1979
"547",820,"Leonid Hurwicz","male","1917-08-21","Moscow Russia","2008-06-24","Minneapolis MN USA","Economic Sciences",2007,"1/3","","for having laid the foundations of mechanism design theory","University of Minnesota; Minneapolis MN USA",1917-08-21,2000,2009
"548",686,"Leonid Vitaliyevich Kantorovich","male","1912-01-19","St. Petersburg Russian Empire (now Russia)","1986-04-07","Moscow USSR (now Russia)","Economic Sciences",1975,"1/2","","for their contributions to the theory of optimum allocation of resources","Academy of Sciences; Moscow USSR (now Russia)",1912-01-19,1970,1979
"549",200,"Leopold Ruzicka","male","1887-09-13","Vukovar Austria-Hungary (now Croatia)","1976-09-26","Zurich Switzerland","Chemistry",1939,"1/2","","for his work on polymethylenes and higher terpenes","Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology); Zurich Switzerland",1887-09-13,1930,1939
"550",516,"Lester Bowles Pearson","male","1897-04-23","Toronto Canada","1972-12-27","Ottawa Canada","Peace",1957,"1","","for his crucial contribution to the deployment of a United Nations Emergency Force in the wake of the Suez Crisis","",1897-04-23,1950,1959
"551",77,"Lev Landau","male","1908-01-22","Baku Russian Empire (now Azerbaijan)","1968-04-01","Moscow USSR (now Russia)","Physics",1962,"1","","for his pioneering theories for condensed matter especially liquid helium","Academy of Sciences; Moscow USSR (now Russia)",1908-01-22,1960,1969
"552",870,"Leymah Gbowee","female","1972-02-01","Monrovia Liberia","","","Peace",2011,"1/3","","for their non-violent struggle for the safety of women and for womens rights to full participation in peace-building work","",1972-02-01,2010,2019
"553",775,"Linda B. Buck","female","1947-01-29","Seattle WA USA","","","Physiology or Medicine",2004,"1/2","","for their discoveries of odorant receptors and the organization of the olfactory system","Fred Hutchinson Cancer Research Center; Seattle WA USA",1947-01-29,2000,2009
"554",217,"Linus Pauling","male","1901-02-28","Portland OR USA","1994-08-19","Big Sur CA USA","Peace",1962,"1","","for his fight against the nuclear arms race between East and West","California Institute of Technology (Caltech); Pasadena CA USA",1901-02-28,1960,1969
"555",217,"Linus Pauling","male","1901-02-28","Portland OR USA","1994-08-19","Big Sur CA USA","Chemistry",1954,"1","","for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances","California Institute of Technology (Caltech); Pasadena CA USA",1901-02-28,1950,1959
"556",855,"Liu Xiaobo","male","1955-12-28","Changchun China","2017-07-13","Shenyang China","Peace",2010,"1","","for his long and non-violent struggle for fundamental human rights in China","",1955-12-28,2010,2019
"557",883,"Lloyd S. Shapley","male","1923-06-02","Cambridge MA USA","2016-03-12","Tucson AZ USA","Economic Sciences",2012,"1/2","","for the theory of stable allocations and the practice of market design","University of California; Los Angeles CA USA",1923-06-02,2010,2019
"558",510,"Lord Boyd Orr","male","1880-09-23","Kilmaurs Scotland","1971-06-25","Edzell Scotland","Peace",1949,"1","","for his lifelong effort to conquer hunger and want thereby helping to remove a major cause of military conflict and war","",1880-09-23,1940,1949
"559",8,"Lord Rayleigh","male","1842-11-12","Langford Grove Maldon Essex United Kingdom","1919-06-30","United Kingdom","Physics",1904,"1","","for his investigations of the densities of the most important gases and for his discovery of argon in connection with these studies","Royal Institution of Great Britain; London United Kingdom",1842-11-12,1900,1909
"560",221,"Lord Todd","male","1907-10-02","Glasgow Scotland","1997-01-10","Cambridge United Kingdom","Chemistry",1957,"1","","for his work on nucleotides and nucleotide co-enzymes","University of Cambridge; Cambridge United Kingdom",1907-10-02,1950,1959
"561",36,"Louis de Broglie","male","1892-08-15","Dieppe France","1987-03-19","Paris France","Physics",1929,"1","","for his discovery of the wave nature of electrons","Sorbonne University Institut Henri Poincaré; Paris France",1892-08-15,1920,1929
"562",459,"Louis J. Ignarro","male","1941-05-31","Brooklyn NY USA","","","Physiology or Medicine",1998,"1/3","","for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system","University of California School of Medicine; Los Angeles CA USA",1941-05-31,1990,1999
"563",92,"Louis Néel","male","1904-11-22","Lyon France","2000-11-17","Brive-Corrèze France","Physics",1970,"1/2","","for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics","University of Grenoble; Grenoble France",1904-11-22,1970,1979
"564",472,"Louis Renault","male","1843-05-21","Autun France","1918-02-08","Barbizon France","Peace",1907,"1/2","","for his decisive influence upon the conduct and outcome of the Hague and Geneva Conferences","Sorbonne University; Paris France",1843-05-21,1900,1909
"565",993,"Louise Glück","female","1943-04-22","New York NY USA","","","Literature",2020,"1","","for her unmistakable poetic voice that with austere beauty makes individual existence universal","",1943-04-22,2020,2029
"566",825,"Luc Montagnier","male","1932-08-18","Chabris France","","","Physiology or Medicine",2008,"1/4","","for their discovery of human immunodeficiency virus","World Foundation for AIDS Research and Prevention; Paris France",1932-08-18,2000,2009
"567",493,"Ludwig Quidde","male","1858-03-23","Bremen Germany","1941-03-04","Geneva Switzerland","Peace",1927,"1/2","","for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation","",1858-03-23,1920,1929
"568",607,"Luigi Pirandello","male","1867-06-28","Agrigento Sicily Italy","1936-12-10","Rome Italy","Literature",1934,"1","","for his bold and ingenious revival of dramatic and scenic art","",1867-06-28,1930,1939
"569",89,"Luis Alvarez","male","1911-06-13","San Francisco CA USA","1988-09-01","Berkeley CA USA","Physics",1968,"1","","for his decisive contributions to elementary particle physics in particular the discovery of a large number of resonance states made possible through his development of the technique of using hydrogen bubble chamber and data analysis","University of California; Berkeley CA USA",1911-06-13,1960,1969
"570",239,"Luis Leloir","male","1906-09-06","Paris France","1987-12-02","Buenos Aires Argentina","Chemistry",1970,"1","","for his discovery of sugar nucleotides and their role in the biosynthesis of carbohydrates","Institute for Biochemical Research; Buenos Aires Argentina",1906-09-06,1970,1979
"571",977,"M. Stanley Whittingham","male","1941-12-22","United Kingdom","","","Chemistry",2019,"1/3","","for the development of lithium-ion batteries","Binghamton University State University of New York; New York NY USA",1941-12-22,2010,2019
"572",536,"Mairead Corrigan","female","1944-01-27","Belfast Northern Ireland","","","Peace",1976,"1/2","","for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland","",1944-01-27,1970,1979
"573",827,"Makoto Kobayashi","male","1944-04-07","Nagoya Japan","","","Physics",2008,"1/4","","for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature","High Energy Accelerator Research Organization (KEK); Tsukuba Japan",1944-04-07,2000,2009
"574",914,"Malala Yousafzai","female","1997-07-12","Mingora Pakistan","","","Peace",2014,"1/2","","for their struggle against the suppression of children and young people and for the right of all children to education","",1997-07-12,2010,2019
"575",233,"Manfred Eigen","male","1927-05-09","Bochum Germany","2019-02-06","Göttingen Germany","Chemistry",1967,"1/2","","for their studies of extremely fast chemical reactions effected by disturbing the equilibrium by means of very short pulses of energy","Max-Planck-Institut für Physikalische Chemie; Göttingen Germany",1927-05-09,1960,1969
"576",29,"Manne Siegbahn","male","1886-12-03","Örebro Sweden","1978-09-26","Stockholm Sweden","Physics",1924,"1","","for his discoveries and research in the field of X-ray spectroscopy","Uppsala University; Uppsala Sweden",1886-12-03,1920,1929
"577",79,"Maria Goeppert Mayer","female","1906-06-28","Kattowitz Germany (now Katowice Poland)","1972-02-20","San Diego CA USA","Physics",1963,"1/4","","for their discoveries concerning nuclear shell structure","University of California; San Diego CA USA",1906-06-28,1960,1969
"578",6,"Marie Curie","female","1867-11-07","Warsaw Russian Empire (now Poland)","1934-07-04","Sallanches France","Physics",1903,"1/4","","in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel","",1867-11-07,1900,1909
"579",6,"Marie Curie","female","1867-11-07","Warsaw Russian Empire (now Poland)","1934-07-04","Sallanches France","Chemistry",1911,"1","","in recognition of her services to the advancement of chemistry by the discovery of the elements radium and polonium by the isolation of radium and the study of the nature and compounds of this remarkable element","Sorbonne University; Paris France",1867-11-07,1910,1919
"580",282,"Mario J. Molina","male","1943-03-19","Mexico City Mexico","2020-10-07","Mexico City Mexico","Chemistry",1995,"1/3","","for their work in atmospheric chemistry particularly concerning the formation and decomposition of ozone","Massachusetts Institute of Technology (MIT); Cambridge MA USA",1943-03-19,1990,1999
"581",811,"Mario R. Capecchi","male","1937-10-06","Verona Italy","","","Physiology or Medicine",2007,"1/3","","for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells","University of Utah; Salt Lake City UT USA; Howard Hughes Medical Institute; N/A",1937-10-06,2000,2009
"582",854,"Mario Vargas Llosa","male","1936-03-28","Arequipa Peru","","","Literature",2010,"1","","for his cartography of structures of power and his trenchant images of the individual's resistance revolt and defeat","",1936-03-28,2010,2019
"583",390,"Marshall W. Nirenberg","male","1927-04-10","New York NY USA","2010-01-15","New York NY USA","Physiology or Medicine",1968,"1/3","","for their interpretation of the genetic code and its function in protein synthesis","National Institutes of Health; Bethesda MD USA",1927-04-10,1960,1969
"584",830,"Martin Chalfie","male","1947-01-15","Chicago IL USA","","","Chemistry",2008,"1/3","","for the discovery and development of the green fluorescent protein GFP","Columbia University; New York NY USA",1947-01-15,2000,2009
"585",889,"Martin Karplus","male","1930-03-15","Vienna Austria","","","Chemistry",2013,"1/3","","for the development of multiscale models for complex chemical systems","Université de Strasbourg; Strasbourg France; Harvard University; Cambridge MA USA",1930-03-15,2010,2019
"586",147,"Martin L. Perl","male","1927-06-24","New York NY USA","2014-09-30","Palo Alto CA USA","Physics",1995,"1/2","for pioneering experimental contributions to lepton physics","for the discovery of the tau lepton","Stanford University; Stanford CA USA",1927-06-24,1990,1999
"587",524,"Martin Luther King Jr.","male","1929-01-15","Atlanta GA USA","1968-04-04","Memphis TN USA","Peace",1964,"1","","for his non-violent struggle for civil rights for the Afro-American population","",1929-01-15,1960,1969
"588",451,"Martin Rodbell","male","1925-12-01","Baltimore MD USA","1998-12-07","Chapel Hill NC USA","Physiology or Medicine",1994,"1/2","","for their discovery of G-proteins and the role of these proteins in signal transduction in cells","National Institute of Environmental Health Sciences; Research Triangle Park NC USA",1925-12-01,1990,1999
"589",100,"Martin Ryle","male","1918-09-27","Brighton United Kingdom","1984-10-14","Cambridge United Kingdom","Physics",1974,"1/2","","for their pioneering research in radio astrophysics: Ryle for his observations and inventions in particular of the aperture synthesis technique and Hewish for his decisive role in the discovery of pulsars","University of Cambridge; Cambridge United Kingdom",1918-09-27,1970,1979
"590",159,"Martinus J.G. Veltman","male","1931-06-27","Waalwijk the Netherlands","","","Physics",1999,"1/2","","for elucidating the quantum structure of electroweak interactions in physics","",1931-06-27,1990,1999
"591",833,"Martti Ahtisaari","male","1937-06-23","Viipuri (now Vyborg) Finland","","","Peace",2008,"1","","for his important efforts on several continents and over more than three decades to resolve international conflicts","",1937-06-23,2000,2009
"592",754,"Masatoshi Koshiba","male","1926-09-19","Toyohashi Japan","2020-11-12","Tokyo Japan","Physics",2002,"1/4","","for pioneering contributions to astrophysics in particular for the detection of cosmic neutrinos","University of Tokyo; Tokyo Japan",1926-09-19,2000,2009
"593",702,"Maurice Allais","male","1911-05-31","Paris France","2010-10-09","Paris France","Economic Sciences",1988,"1","","for his pioneering contributions to the theory of markets and efficient utilization of resources","École Nationale Supérieur des Mines de Paris; Paris France",1911-05-31,1980,1989
"594",581,"Maurice Maeterlinck","male","1862-08-29","Ghent Belgium","1949-05-06","Nice France","Literature",1911,"1","","in appreciation of his many-sided literary activities and especially of his dramatic works which are distinguished by a wealth of imagination and by a poetic fancy which reveals sometimes in the guise of a fairy tale a deep inspiration while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations","",1862-08-29,1910,1919
"595",374,"Maurice Wilkins","male","1916-12-15","Pongaroa New Zealand","2004-10-05","London United Kingdom","Physiology or Medicine",1962,"1/3","","for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material","London University; London United Kingdom",1916-12-15,1960,1969
"596",61,"Max Born","male","1882-12-11","Breslau Germany (now Wroclaw Poland)","1970-01-05","Göttingen West Germany (now Germany)","Physics",1954,"1/2","","for his fundamental research in quantum mechanics especially for his statistical interpretation of the wavefunction","Edinburgh University; Edinburgh United Kingdom",1882-12-11,1950,1959
"597",391,"Max Delbrück","male","1906-09-04","Berlin Germany","1981-03-09","Pasadena CA USA","Physiology or Medicine",1969,"1/3","","for their discoveries concerning the replication mechanism and the genetic structure of viruses","California Institute of Technology (Caltech); Pasadena CA USA",1906-09-04,1960,1969
"598",226,"Max F. Perutz","male","1914-05-19","Vienna Austria","2002-02-06","Cambridge United Kingdom","Chemistry",1962,"1/2","","for their studies of the structures of globular proteins","MRC Laboratory of Molecular Biology; Cambridge United Kingdom",1914-05-19,1960,1969
"599",23,"Max Planck","male","1858-04-23","Kiel Schleswig (now Germany)","1947-10-04","Göttingen West Germany (now Germany)","Physics",1918,"1","","in recognition of the services he rendered to the advancement of Physics by his discovery of energy quanta","Berlin University; Berlin Germany",1858-04-23,1910,1919
"600",352,"Max Theiler","male","1899-01-30","Pretoria South Africa","1972-08-11","New Haven CT USA","Physiology or Medicine",1951,"1","","for his discoveries concerning yellow fever and how to combat it","Laboratories of the Division of Medicine and Public Health Rockefeller Foundation; New York NY USA",1899-01-30,1950,1959
"601",19,"Max von Laue","male","1879-10-09","Pfaffendorf Germany","1960-04-23","Berlin West Germany (now Germany)","Physics",1914,"1","","for his discovery of the diffraction of X-rays by crystals","Frankfurt-on-the-Main University; Frankfurt-on-the-Main Germany",1879-10-09,1910,1919
"602",904,"May-Britt Moser","female","1963-01-04","Fosnavåg Norway","","","Physiology or Medicine",2014,"1/4","","for their discoveries of cells that constitute a positioning system in the brain","Norwegian University of Science and Technology (NTNU); Trondheim Norway",1963-01-04,2010,2019
"603",568,"Médecins Sans Frontières","org","1971-00-00","Paris France","","","Peace",1999,"1","","in recognition of the organisation's pioneering humanitarian work on several continents","",1971-01-01,1990,1999
"604",225,"Melvin Calvin","male","1911-04-08","St. Paul MN USA","1997-01-08","Berkeley CA USA","Chemistry",1961,"1","","for his research on the carbon dioxide assimilation in plants","University of California; Berkeley CA USA",1911-04-08,1960,1969
"605",133,"Melvin Schwartz","male","1932-11-02","New York NY USA","2006-08-28","Twin Falls ID USA","Physics",1988,"1/3","","for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino","Digital Pathways Inc.; Mountain View CA USA",1932-11-02,1980,1989
"606",539,"Menachem Begin","male","1913-08-16","Brest Litovsk Russian Empire (now Belarus)","1992-03-09","Tel Aviv Israel","Peace",1978,"1/2","","for jointly having negotiated peace between Egypt and Israel in 1978","",1913-08-16,1970,1979
"607",705,"Merton H. Miller","male","1923-05-16","Boston MA USA","2000-06-03","Chicago IL USA","Economic Sciences",1990,"1/3","","for their pioneering work in the theory of financial economics","University of Chicago; Chicago IL USA",1923-05-16,1990,1999
"608",986,"Michael Houghton","male","","","","","Physiology or Medicine",2020,"1/3","","for the discovery of Hepatitis C virus","University of Alberta; Edmonton Canada",NA,2020,2029
"609",984,"Michael Kremer","male","1964-11-12","New York NY USA","","","Economic Sciences",2019,"1/3","","for their experimental approach to alleviating global poverty","Harvard University; Cambridge MA USA",1964-11-12,2010,2019
"610",890,"Michael Levitt","male","1947-05-09","Pretoria South Africa","","","Chemistry",2013,"1/3","","for the development of multiscale models for complex chemical systems","Stanford University School of Medicine; Stanford CA USA",1947-05-09,2010,2019
"611",939,"Michael Rosbash","male","1944-03-07","Kansas City MO USA","","","Physiology or Medicine",2017,"1/3","","for their discoveries of molecular mechanisms controlling the circadian rhythm","Brandeis University; Waltham MA USA; Howard Hughes Medical Institute; N/A",1944-03-07,2010,2019
"612",432,"Michael S. Brown","male","1941-04-13","New York NY USA","","","Physiology or Medicine",1985,"1/2","","for their discoveries concerning the regulation of cholesterol metabolism","University of Texas Southwestern Medical Center at Dallas; Dallas TX USA",1941-04-13,1980,1989
"613",279,"Michael Smith","male","1932-04-26","Blackpool United Kingdom","2000-10-04","Vancouver Canada","Chemistry",1993,"1/2","for contributions to the developments of methods within DNA-based chemistry","for his fundamental contributions to the establishment of oligonucleotide-based site-directed mutagenesis and its development for protein studies","University of British Columbia; Vancouver Canada",1932-04-26,1990,1999
"614",940,"Michael W. Young","male","1949-03-28","Miami FL USA","","","Physiology or Medicine",2017,"1/3","","for their discoveries of molecular mechanisms controlling the circadian rhythm","Rockefeller University; New York NY USA",1949-03-28,2010,2019
"615",974,"Michel Mayor","male","1942-01-12","Lausanne Switzerland","","","Physics",2019,"1/4","for contributions to our understanding of the evolution of the universe and Earth’s place in the cosmos","for the discovery of an exoplanet orbiting a solar-type star","University of Geneva; Geneva Switzerland",1942-01-12,2010,2019
"616",641,"Miguel Angel Asturias","male","1899-10-19","Guatemala City Guatemala","1974-06-09","Madrid Spain","Literature",1967,"1","","for his vivid literary achievement deep-rooted in the national traits and traditions of Indian peoples of Latin America","",1899-10-19,1960,1969
"617",552,"Mikhail Gorbachev","male","1931-03-02","Privolnoye USSR (now Russia)","","","Peace",1990,"1","","for the leading role he played in the radical changes in East-West relations","",1931-03-02,1990,1999
"618",638,"Mikhail Sholokhov","male","1905-05-24","Veshenskaya Russia","1984-02-21","Veshenskaya USSR (now Russia)","Literature",1965,"1","","for the artistic power and integrity with which in his epic of the Don he has given expression to a historic phase in the life of the Russian people","",1905-05-24,1960,1969
"619",688,"Milton Friedman","male","1912-07-31","Brooklyn NY USA","2006-11-16","San Francisco CA USA","Economic Sciences",1976,"1","","for his achievements in the fields of consumption analysis monetary history and theory and for his demonstration of the complexity of stabilization policy","University of Chicago; Chicago IL USA",1912-07-31,1970,1979
"620",880,"Mo Yan","male","1955-02-02","Gaomi China","","","Literature",2012,"1","","who with hallucinatory realism merges folk tales history and the contemporary","",1955-02-02,2010,2019
"621",798,"Mohamed ElBaradei","male","1942-06-17","Cairo Egypt","","","Peace",2005,"1/2","","for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way","",1942-06-17,2000,2009
"622",540,"Mother Teresa","female","1910-08-26","Uskup Ottoman Empire (now Skopje North Macedonia)","1997-09-05","Calcutta India","Peace",1979,"1","","for her work for bringing help to suffering humanity","",1910-08-26,1970,1979
"623",809,"Muhammad Yunus","male","1940-06-28","Chittagong British India (now Bangladesh)","","","Peace",2006,"1/2","","for their efforts to create economic and social development from below","",1940-06-28,2000,2009
"624",90,"Murray Gell-Mann","male","1929-09-15","New York NY USA","2019-05-24","Santa Fe NM USA","Physics",1969,"1","","for his contributions and discoveries concerning the classification of elementary particles and their interactions","California Institute of Technology (Caltech); Pasadena CA USA",1929-09-15,1960,1969
"625",718,"Myron Scholes","male","1941-07-01","Timmins ON Canada","","","Economic Sciences",1997,"1/2","","for a new method to determine the value of derivatives","Long Term Capital Management; Greenwich CT USA",1941-07-01,1990,1999
"626",967,"Nadia Murad","female","1993-00-00","Kojo Iraq","","","Peace",2018,"1/2","","for their efforts to end the use of sexual violence as a weapon of war and armed conflict","",1993-01-01,2010,2019
"627",668,"Nadine Gordimer","female","1923-11-20","Springs South Africa","2014-07-13","Johannesburg South Africa","Literature",1991,"1","","who through her magnificent epic writing has - in the words of Alfred Nobel - been of very great benefit to humanity","",1923-11-20,1990,1999
"628",665,"Naguib Mahfouz","male","1911-12-11","Cairo Egypt","2006-08-30","Cairo Egypt","Literature",1988,"1","","who through works rich in nuance - now clear-sightedly realistic now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind","",1911-12-11,1980,1989
"629",503,"Nansen International Office for Refugees","org","1921-00-00","Geneva Switzerland","","","Peace",1938,"1","","for having carried on the work of Fridtjof Nansen to the benefit of refugees across Europe","",1921-01-01,1930,1939
"630",495,"Nathan Söderblom","male","1866-01-15","Trönö Sweden","1931-07-12","Uppsala Sweden","Peace",1930,"1","","for promoting Christian unity and helping create 'that new attitude of mind which is necessary if peace between nations is to become reality'","",1866-01-15,1930,1939
"631",925,"National Dialogue Quartet","org","","","","","Peace",2015,"1","","for its decisive contribution to the building of a pluralistic democracy in Tunisia in the wake of the Jasmine Revolution of 2011","",NA,2010,2019
"632",640,"Nelly Sachs","female","1891-12-10","Berlin Germany","1970-05-12","Stockholm Sweden","Literature",1966,"1/2","","for her outstanding lyrical and dramatic writing which interprets Israel's destiny with touching strength","",1891-12-10,1960,1969
"633",555,"Nelson Mandela","male","1918-07-18","Qunu South Africa","2013-12-05","Johannesburg South Africa","Peace",1993,"1/2","","for their work for the peaceful termination of the apartheid regime and for laying the foundations for a new  democratic South Africa","",1918-07-18,1990,1999
"634",497,"Nicholas Murray Butler","male","1862-04-02","Elizabeth NJ USA","1947-12-07","New York NY USA","Peace",1931,"1/2","","for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind","Columbia University; New York NY USA",1862-04-02,1930,1939
"635",118,"Nicolaas Bloembergen","male","1920-03-11","Dordrecht the Netherlands","2017-09-05","Tucson AZ USA","Physics",1981,"1/4","","for their contribution to the development of laser spectroscopy","Harvard University; Cambridge MA USA",1920-03-11,1980,1989
"636",82,"Nicolay G. Basov","male","1922-12-14","Usman USSR (now Russia)","2001-07-01","Moscow Russia","Physics",1964,"1/4","","for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle","P.N. Lebedev Physical Institute; Moscow USSR (now Russia)",1922-12-14,1960,1969
"637",27,"Niels Bohr","male","1885-10-07","Copenhagen Denmark","1962-11-18","Copenhagen Denmark","Physics",1922,"1","","for his services in the investigation of the structure of atoms and of the radiation emanating from them","Copenhagen University; Copenhagen Denmark",1885-10-07,1920,1929
"638",429,"Niels K. Jerne","male","1911-12-23","London United Kingdom","1994-10-07","Castillon-du-Gard France","Physiology or Medicine",1984,"1/3","","for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies","Basel Institute for Immunology; Basel Switzerland",1911-12-23,1980,1989
"639",295,"Niels Ryberg Finsen","male","1860-12-15","Thorshavn Faroe Islands (Denmark)","1904-09-24","Copenhagen Denmark","Physiology or Medicine",1903,"1","","in recognition of his contribution to the treatment of diseases especially lupus vulgaris with concentrated light radiation whereby he has opened a new avenue for medical science","Finsen Medical Light Institute; Copenhagen Denmark",1860-12-15,1900,1909
"640",402,"Nikolaas Tinbergen","male","1907-04-15","the Hague the Netherlands","1988-12-21","Oxford United Kingdom","Physiology or Medicine",1973,"1/3","","for their discoveries concerning organization and elicitation of individual and social behaviour patterns","University of Oxford; Oxford United Kingdom",1907-04-15,1970,1979
"641",220,"Nikolay Semenov","male","1896-04-03","Saratov Russia","1986-09-25","Moscow USSR (now Russia)","Chemistry",1956,"1/2","","for their researches into the mechanism of chemical reactions","Institute for Chemical Physics of the Academy of Sciences of the USSR; Moscow USSR (now Russia); Lomonosov Moscow State University; Moscow USSR (now Russia)",1896-04-03,1950,1959
"642",528,"Norman Borlaug","male","1914-03-25","Cresco IA USA","2009-09-12","Dallas TX USA","Peace",1970,"1","","for having given a well-founded hope - the green revolution","",1914-03-25,1970,1979
